representative,ticker,transaction_date,transaction_type,range,price_change
Josh Gottheimer,SPXC,2024-06-27,Sale,"$1,001 - $15,000",-4.88098611504675
Josh Gottheimer,STRL,2024-06-27,Purchase,"$1,001 - $15,000",6.117489315344
Josh Gottheimer,PRIM,2024-06-27,Sale,"$1,001 - $15,000",24.2820863449893
Sheldon Whitehouse,GS,2024-06-27,Purchase,"$1,001 - $15,000",26.7243698986456
Earl Blumenauer,CVS,2024-06-27,Sale,"$1,001 - $15,000",14.8903358464702
John Boozman,TLH,2024-06-26,Purchase,"$1,001 - $15,000",-0.154380548050942
John James,KLAC,2024-06-26,Sale,"$1,001 - $15,000",-13.1329152834132
John Boozman,IEF,2024-06-26,Sale (Partial),"$1,001 - $15,000",1.14967000212902
John Boozman,SCHP,2024-06-26,Purchase,"$1,001 - $15,000",2.3612977538875
Josh Gottheimer,TEL,2024-06-26,Purchase,"$1,001 - $15,000",-1.12959956709958
Nancy Pelosi,NVDA,2024-06-26,Purchase,"$1,000,001 - $5,000,000",-6.88291139240506
John Boozman,JMBS,2024-06-26,Purchase,"$1,001 - $15,000",0.848782666964475
Josh Gottheimer,CRM,2024-06-26,Sale,"$1,001 - $15,000",15.410240592227
John Boozman,SHY,2024-06-26,Sale (Partial),"$1,001 - $15,000",1.22579063495955
Josh Gottheimer,ABNB,2024-06-26,Sale,"$1,001 - $15,000",-14.1333333333333
Kevin Hern,UNH,2024-06-25,Purchase,"$1,001 - $15,000",6.67698658410733
Rudy Yakym Iii,"1.MONTH, MATURE",2024-06-25,Purchase,"$15,001 - $50,000",
Josh Gottheimer,TEL,2024-06-25,Purchase,"$1,001 - $15,000",-2.22088434008965
Josh Gottheimer,VZ,2024-06-25,Sale,"$1,001 - $15,000",7.08373904576437
Josh Gottheimer,ISRG,2024-06-25,Purchase,"$1,001 - $15,000",11.3449842870385
Nancy Pelosi,AVGO,2024-06-24,Purchase,"$1,000,001 - $5,000,000",20.3735688131591
Marjorie Taylor Mrs Greene,CRWD,2024-06-24,Purchase,"$1,001 - $15,000",-4.15156245865636
Marjorie Taylor Mrs Greene,NSRGY,2024-06-24,Purchase,"$1,001 - $15,000",-2.20060445787684
John Boozman,NMVZX,2024-06-24,Sale (Full),"$1,001 - $15,000",
Marjorie Taylor Mrs Greene,LULU,2024-06-24,Purchase,"$1,001 - $15,000",3.31113103624953
Marjorie Taylor Mrs Greene,ASML,2024-06-24,Purchase,"$1,001 - $15,000",-28.5216714404048
Kevin Hern,WMB,2024-06-24,Purchase,"$1,001 - $15,000",38.2509858501508
Marjorie Taylor Mrs Greene,COST,2024-06-24,Purchase,"$1,001 - $15,000",7.20382946613847
Marjorie Taylor Mrs Greene,NEE,2024-06-24,Purchase,"$1,001 - $15,000",-4.02166553825321
John Boozman,DALCX,2024-06-24,Purchase,"$1,001 - $15,000",
Nancy Pelosi,TSLA,2024-06-24,Sale,"$250,001 - $500,000",36.219739292365
Josh Gottheimer,HQY,2024-06-21,Sale,"$1,001 - $15,000",1.48254423720707
Josh Gottheimer,TXN,2024-06-21,Sale,"$1,001 - $15,000",-8.45394568608398
Josh Gottheimer,ALFVY,2024-06-21,Sale,"$1,001 - $15,000",2.09758321933425
Josh Gottheimer,DBSDY,2024-06-21,Sale,"$1,001 - $15,000",29.9932879470707
Josh Gottheimer,LOW,2024-06-21,Sale,"$1,001 - $15,000",-0.664945973139687
Josh Gottheimer,ATLKY,2024-06-21,Sale,"$1,001 - $15,000",-11.7395944503735
Josh Gottheimer,NSRGY,2024-06-21,Sale,"$1,001 - $15,000",-1.30575676706062
Josh Gottheimer,LIN,2024-06-21,Sale,"$1,001 - $15,000",3.51891586674195
Josh Gottheimer,TSM,2024-06-21,Sale,"$1,001 - $15,000",1.59232007358012
Josh Gottheimer,IBN,2024-06-21,Sale,"$1,001 - $15,000",12.9241877256318
Josh Gottheimer,UPS,2024-06-21,Sale,"$1,001 - $15,000",-15.7393850658858
Josh Gottheimer,CENTA,2024-06-21,Sale,"$1,001 - $15,000",-9.45303210463734
Josh Gottheimer,CCI,2024-06-21,Sale,"$1,001 - $15,000",10.2487046632124
Josh Gottheimer,ITT,2024-06-21,Sale,"$1,001 - $15,000",3.9245863793767
Josh Gottheimer,AIQUY,2024-06-21,Sale,"$1,001 - $15,000",8.69534385681261
Josh Gottheimer,SF,2024-06-21,Sale,"$1,001 - $15,000",22.4395713929728
Josh Gottheimer,IFNNY,2024-06-21,Sale,"$1,001 - $15,000",-1.12854390311037
Josh Gottheimer,BRK.B,2024-06-21,Sale,"$1,001 - $15,000",27.4132122454958
Josh Gottheimer,ALIZY,2024-06-21,Sale,"$1,001 - $15,000",37.1171171171171
Josh Gottheimer,HSHCY,2024-06-21,Sale,"$1,001 - $15,000",-6.30758327427356
Josh Gottheimer,NSC,2024-06-21,Sale,"$1,001 - $15,000",3.05954551518655
Josh Gottheimer,TXRH,2024-06-21,Sale,"$1,001 - $15,000",-0.311014611818556
Josh Gottheimer,MSFT,2024-06-21,Sale,"$1,001 - $15,000",-13.0108052825826
Josh Gottheimer,AAPL,2024-06-21,Sale,"$1,001 - $15,000",5.1954311051135
Josh Gottheimer,FIS,2024-06-21,Sale,"$1,001 - $15,000",-3.43601895734597
Josh Gottheimer,PAYX,2024-06-21,Sale,"$1,001 - $15,000",13.5439822165767
Josh Gottheimer,D,2024-06-21,Sale,"$1,001 - $15,000",10.8514529567161
Josh Gottheimer,BBVA,2024-06-21,Sale,"$1,001 - $15,000",45.1745379876797
Josh Gottheimer,HLN,2024-06-21,Sale,"$1,001 - $15,000",19.953325554259
Josh Gottheimer,APD,2024-06-21,Sale,"$1,001 - $15,000",6.86673262247626
Josh Gottheimer,BHP,2024-06-21,Sale,"$1,001 - $15,000",-13.1318487097914
Josh Gottheimer,RHP,2024-06-21,Sale,"$1,001 - $15,000",-5.15960650471793
Josh Gottheimer,MTDR,2024-06-21,Sale,"$1,001 - $15,000",-9.78984238178634
Josh Gottheimer,VZ,2024-06-21,Sale,"$1,001 - $15,000",9.31908548707754
Josh Gottheimer,DSGX,2024-06-21,Sale,"$1,001 - $15,000",7.16177561182329
Josh Gottheimer,FAST,2024-06-21,Sale,"$1,001 - $15,000",14.3709825528007
Josh Gottheimer,NTDOY,2024-06-21,Sale,"$1,001 - $15,000",37.10407239819
Josh Gottheimer,SONVY,2024-06-21,Sale,"$1,001 - $15,000",0.264069978544309
Josh Gottheimer,ASAZY,2024-06-21,Sale,"$1,001 - $15,000",8.04020100502513
Josh Gottheimer,TCEHY,2024-06-21,Sale,"$1,001 - $15,000",34.8932676518883
Josh Gottheimer,HDB,2024-06-21,Sale,"$1,001 - $15,000",1.75051253745466
Josh Gottheimer,RIO,2024-06-21,Sale,"$1,001 - $15,000",-6.64156626506025
Josh Gottheimer,CSCO,2024-06-21,Sale,"$1,001 - $15,000",27.5111017128357
Josh Gottheimer,SHEL,2024-06-21,Sale,"$1,001 - $15,000",1.52988275664857
Josh Gottheimer,RHHBY,2024-06-21,Sale,"$1,001 - $15,000",22.7872998033155
Josh Gottheimer,LRLCY,2024-06-21,Sale,"$1,001 - $15,000",-19.0981432360743
Josh Gottheimer,XNGSY,2024-06-21,Sale,"$1,001 - $15,000",-7.42383910085774
Josh Gottheimer,BLK,2024-06-21,Sale,"$1,001 - $15,000",20.8392585068563
Josh Gottheimer,PGR,2024-06-21,Sale,"$1,001 - $15,000",30.4364453367752
Josh Gottheimer,SAP,2024-06-21,Sale,"$1,001 - $15,000",40.3636176349402
Josh Gottheimer,PRIM,2024-06-21,Sale,"$1,001 - $15,000",18.7161783914909
Josh Gottheimer,ITCI,2024-06-21,Sale,"$1,001 - $15,000",71.9117262992949
Josh Gottheimer,INSM,2024-06-21,Sale,"$1,001 - $15,000",17.54669804383
Josh Gottheimer,JNJ,2024-06-21,Sale,"$1,001 - $15,000",10.0033613445378
Josh Gottheimer,SYIEY,2024-06-21,Sale,"$1,001 - $15,000",-17.9181170230399
Josh Gottheimer,SKY,2024-06-21,Sale,"$1,001 - $15,000",31.9557298963295
Josh Gottheimer,APPF,2024-06-21,Sale,"$1,001 - $15,000",-7.09602277629195
Josh Gottheimer,MRK,2024-06-21,Sale,"$1,001 - $15,000",-28.7714198286414
Josh Gottheimer,ALC,2024-06-21,Sale,"$1,001 - $15,000",1.61579892280072
Josh Gottheimer,MTX,2024-06-21,Sale,"$1,001 - $15,000",-22.3441039704304
Kevin Hern,LIN,2024-06-21,Purchase,"$1,001 - $15,000",3.51891586674195
Josh Gottheimer,MTSI,2024-06-21,Sale,"$1,001 - $15,000",1.05890138980808
Josh Gottheimer,SBGSY,2024-06-21,Sale,"$1,001 - $15,000",3.44543016298742
Josh Gottheimer,CHGCY,2024-06-21,Sale,"$1,001 - $15,000",43.3374844333749
Josh Gottheimer,MFC,2024-06-21,Sale,"$1,001 - $15,000",18.4896847022188
Josh Gottheimer,CINF,2024-06-21,Sale,"$1,001 - $15,000",26.3952781876573
Josh Gottheimer,FMX,2024-06-21,Sale,"$1,001 - $15,000",-8.76814988290398
Josh Gottheimer,AAGIY,2024-06-21,Sale,"$1,001 - $15,000",9.22483339179235
Josh Gottheimer,EPOKY,2024-06-21,Sale,"$1,001 - $15,000",2.45338567222767
Josh Gottheimer,SPXC,2024-06-21,Sale,"$1,001 - $15,000",-6.95724482017878
Josh Gottheimer,SCHW,2024-06-21,Sale,"$1,001 - $15,000",6.8857376602127
Josh Gottheimer,MELI,2024-06-21,Sale,"$1,001 - $15,000",30.9502828036624
Josh Gottheimer,MEDP,2024-06-21,Sale,"$1,001 - $15,000",-19.7510085884711
Josh Gottheimer,CVX,2024-06-21,Sale,"$1,001 - $15,000",6.09866048428645
Greg Landsman,ISRG,2024-06-20,Purchase,"$15,001 - $50,000",13.8573575309213
John Boozman,CMCSA,2024-06-20,Sale (Full),"$1,001 - $15,000",-2.90620871862616
Greg Landsman,URI,2024-06-20,Sale,"$15,001 - $50,000",-1.73023372234912
Kevin Hern,AGCO,2024-06-20,Purchase,"$1,001 - $15,000",-7.77689716663364
John Boozman,MSFT,2024-06-20,Purchase,"$1,001 - $15,000",-12.2144940542966
Josh Gottheimer,XP,2024-06-18,Sale,"$1,001 - $15,000",-13.0459770114942
Josh Gottheimer,SBUX,2024-06-18,Sale,"$1,001 - $15,000",21.0349127182045
John James,MDT,2024-06-18,Purchase,"$1,001 - $15,000",13.2664576802508
Josh Gottheimer,DASTY,2024-06-18,Sale,"$1,001 - $15,000",8.95638629283488
Josh Gottheimer,SONY,2024-06-18,Sale,"$1,001 - $15,000",58.4201933944493
Josh Gottheimer,SWTX,2024-06-18,Sale,"$1,001 - $15,000",37.7796188898094
Josh Gottheimer,FCX,2024-06-18,Sale,"$1,001 - $15,000",-15.6007548752359
Josh Gottheimer,AMD,2024-06-18,Sale,"$1,001 - $15,000",-31.1647157731359
Josh Gottheimer,DEO,2024-06-18,Sale,"$1,001 - $15,000",-17.2733596104799
Josh Gottheimer,FLYW,2024-06-18,Sale,"$1,001 - $15,000",-35.2826510721248
Josh Gottheimer,ALGT,2024-06-18,Sale,"$1,001 - $15,000",3.99243140964995
Josh Gottheimer,ABEV,2024-06-18,Sale,"$1,001 - $15,000",13.4615384615385
Josh Gottheimer,IART,2024-06-18,Sale,"$1,001 - $15,000",-22.448275862069
Josh Gottheimer,ATRC,2024-06-18,Sale,"$1,001 - $15,000",58.2075471698113
Josh Gottheimer,SQ,2024-06-18,Sale,"$1,001 - $15,000",40.4846526655897
Josh Gottheimer,SHLS,2024-06-18,Sale,"$1,001 - $15,000",-51.8895348837209
Josh Gottheimer,DHI,2024-06-18,Sale,"$1,001 - $15,000",-7.57532281205165
Josh Gottheimer,NOC,2024-06-18,Sale,"$1,001 - $15,000",15.2384754479487
Josh Gottheimer,VIAV,2024-06-18,Sale,"$1,001 - $15,000",54.3160690571049
Josh Gottheimer,PPBI,2024-06-18,Sale,"$1,001 - $15,000",2.61034646416707
Josh Gottheimer,DAVA,2024-06-18,Sale,"$1,001 - $15,000",-12.6315789473684
Josh Gottheimer,GMAB,2024-06-18,Sale,"$1,001 - $15,000",-23.4108527131783
Josh Gottheimer,SGIOY,2024-06-18,Sale,"$1,001 - $15,000",18.28125
Kevin Hern,NEE,2024-06-17,Purchase,"$1,001 - $15,000",-1.97759645968747
Max Miller,"GLAS FUNDS, LP",2024-06-14,Purchase,"$1,001 - $15,000",
Josh Gottheimer,PYCR,2024-06-14,Sale,"$1,001 - $15,000",92.3539518900344
Richard W. Allen,JNJ,2024-06-13,Sale,"$15,001 - $50,000",12.4991405981437
Kevin Hern,RTX,2024-06-13,Purchase,"$1,001 - $15,000",26.0306579072646
Kevin Hern,HD,2024-06-13,Purchase,"$1,001 - $15,000",0.939979303207998
Markwayne Mullin,IWB,2024-06-13,Sale (Partial),"$500,001 - $1,000,000",4.77881493506493
Debbie Dingell,AAPL,2024-06-13,Sale,"$15,001 - $50,000",1.88106796116505
Sheldon Whitehouse,HD,2024-06-13,Purchase,"$1,001 - $15,000",0.939979303207998
Sheldon Whitehouse,MSFT,2024-06-13,Purchase,"$1,001 - $15,000",-11.3954436342226
Kathy Manning,WU,2024-06-13,Sale,"$1,001 - $15,000",-14.6067415730337
Lloyd Doggett,HD,2024-06-13,Purchase,"$1,001 - $15,000",0.939979303207998
Kevin Hern,HD,2024-06-13,Purchase,"$1,001 - $15,000",0.939979303207998
Josh Gottheimer,ADBE,2024-06-13,Sale,"$1,001 - $15,000",-15.5818110476523
Markwayne Mullin,PH,2024-06-12,Purchase,"$15,001 - $50,000",16.7254578204743
John James,ICLR,2024-06-12,Purchase,"$1,001 - $15,000",-42.1883795109137
Lloyd Doggett,PPG,2024-06-12,Purchase,"$1,001 - $15,000",-15.0908672647803
Josh Gottheimer,IFNNY,2024-06-12,Sale,"$1,001 - $15,000",-13.4666345458925
Markwayne Mullin,IWB,2024-06-12,Sale (Partial),"$50,001 - $100,000",4.8355441256091
Debbie Dingell,AAPL,2024-06-12,Sale,"$15,001 - $50,000",2.44051250762661
Markwayne Mullin,NKE,2024-06-12,Sale (Partial),"$15,001 - $50,000",-27.4765157984629
Josh Gottheimer,GBOOY,2024-06-12,Purchase,"$1,001 - $15,000",2.89735099337748
Debbie Dingell,AAPL,2024-06-12,Sale,"$1,001 - $15,000",2.44051250762661
Markwayne Mullin,CMCSA,2024-06-12,Sale (Partial),"$15,001 - $50,000",-2.8548770816812
Lloyd Doggett,IBM,2024-06-10,Purchase,"$1,001 - $15,000",43.1329968306139
Kevin Hern,EMR,2024-06-10,Purchase,"$1,001 - $15,000",4.02832704865262
Kevin Hern,ROK,2024-06-10,Purchase,"$1,001 - $15,000",1.39482035810838
Kevin Hern,XOM,2024-06-10,Purchase,"$1,001 - $15,000",2.14007782101167
Kevin Hern,XOM,2024-06-10,Purchase,"$1,001 - $15,000",2.14007782101167
Josh Gottheimer,MAR,2024-06-07,Sale,"$1,001 - $15,000",2.76503678061446
Josh Gottheimer,BOOT,2024-06-06,Sale,"$1,001 - $15,000",-18.6247086247086
Morgan Mcgarvey,IBKR,2024-06-06,Purchase,"$1,001 - $15,000",41.39140363755
Robert E. Latta,FMAO,2024-06-06,Purchase,"$15,001 - $50,000",18.4660478749389
Thomas H. Kean Jr.,NKE,2024-06-06,Purchase,"$1,001 - $15,000",-29.0221479314668
Pete Sessions,NVST,2024-06-06,Sale,"$1,001 - $15,000",-9.65292841648591
Kevin Hern,JNJ,2024-06-04,Purchase,"$1,001 - $15,000",10.7104194857916
John Boozman,GEM,2024-06-04,Purchase,"$1,001 - $15,000",6.14884795673266
Lloyd Doggett,JNJ,2024-06-04,Purchase,"$1,001 - $15,000",10.7104194857916
Abigail Spanberger,LHX,2024-06-04,Sale,"$1,001 - $15,000",-8.25356213330981
John Boozman,MDY,2024-06-04,Sale (Partial),"$1,001 - $15,000",0.683213536987118
John Boozman,EFA,2024-06-04,Sale (Partial),"$15,001 - $50,000",2.89017341040462
John Boozman,VEA,2024-06-04,Purchase,"$15,001 - $50,000",2.66272189349111
John Boozman,NMVZX,2024-06-04,Purchase,"$1,001 - $15,000",
John Boozman,SPY,2024-06-04,Purchase,"$1,001 - $15,000",6.73555517704726
A. Mitchell Jr. McConnell,WFC,2024-06-04,Purchase,"$1,001 - $15,000",23.5434412265758
Greg Landsman,LLY,2024-06-03,Sale,"$1,001 - $15,000",0.759088612467827
John James,DG,2024-06-03,Sale,"$1,001 - $15,000",-40.0544568644311
John James,MNST,2024-06-03,Sale,"$1,001 - $15,000",10.4451724802467
John James,APD,2024-06-03,Purchase,"$1,001 - $15,000",7.65567900778855
John Hickenlooper,FWONK,2024-06-03,Sale (Full),"$100,001 - $250,000",13.6730641958968
John James,AXP,2024-06-03,Sale,"$1,001 - $15,000",14.1970618034448
Greg Landsman,AMZN,2024-06-03,Purchase,"$1,001 - $15,000",10.020186161265
John James,CAH,2024-06-03,Purchase,"$1,001 - $15,000",32.5394432720329
Mark Dr Green,NGL,2024-06-03,Sale,"$100,001 - $250,000",-19.6551724137931
Greg Landsman,URI,2024-06-03,Purchase,"$1,001 - $15,000",-1.4666436604916
Greg Landsman,PH,2024-06-03,Purchase,"$1,001 - $15,000",21.2481484368909
John James,MDT,2024-06-03,Sale,"$1,001 - $15,000",9.997564539698
John Hickenlooper,FWONK,2024-06-03,Purchase,"$100,001 - $250,000",13.6730641958968
Greg Landsman,NVDA,2024-06-03,Sale,"$1,001 - $15,000",2.34782608695652
Morgan Mcgarvey,NVDA,2024-05-31,Purchase,"$1,001 - $15,000",7.35818594766175
John Boozman,EFA,2024-05-31,Sale (Partial),"$1,001 - $15,000",3.05493964030548
John Boozman,GIGB,2024-05-31,Purchase,"$1,001 - $15,000",1.47117516629712
John Boozman,IVW,2024-05-31,Sale (Partial),"$1,001 - $15,000",9.5958429561201
Josh Gottheimer,CRM,2024-05-30,Sale,"$1,001 - $15,000",28.7188661070593
Greg Landsman,NVDA,2024-05-29,Sale,"$15,001 - $50,000",2.50381014587416
Josh Gottheimer,BWIN,2024-05-29,Purchase,"$1,001 - $15,000",26.1206896551724
John James,AXP,2024-05-29,Sale,"$1,001 - $15,000",14.6520301771637
Greg Landsman,COR,2024-05-29,Purchase,"$15,001 - $50,000",22.0807084816945
Greg Landsman,AAPL,2024-05-29,Sale,"$1,001 - $15,000",14.7038730358926
Greg Landsman,MSFT,2024-05-29,Sale,"$1,001 - $15,000",-8.83332944986836
John James,APD,2024-05-29,Purchase,"$1,001 - $15,000",12.0567103392631
Greg Landsman,XOM,2024-05-29,Sale,"$1,001 - $15,000",1.64569215876089
Josh Gottheimer,AMSF,2024-05-29,Sale,"$1,001 - $15,000",19.0059825126553
Greg Landsman,TEL,2024-05-29,Purchase,"$15,001 - $50,000",-1.22981282519091
Greg Landsman,ULTA,2024-05-29,Purchase,"$15,001 - $50,000",-7.32526171090197
Greg Landsman,VLTO,2024-05-29,Sale,"$1,001 - $15,000",-0.781408565049736
Greg Landsman,GOOGL,2024-05-29,Sale,"$1,001 - $15,000",-6.7708925525867
Josh Gottheimer,INSM,2024-05-28,Sale,"$1,001 - $15,000",66.2921348314607
Thomas H. Kean Jr.,BDX,2024-05-24,Purchase,"$1,001 - $15,000",0.629398138030507
Josh Gottheimer,META,2024-05-23,Sale,"$1,001 - $15,000",28.0110781914209
Josh Gottheimer,NTDOY,2024-05-22,Purchase,"$1,001 - $15,000",36.384096024006
Josh Gottheimer,UMBF,2024-05-22,Purchase,"$1,001 - $15,000",21.2965157620289
Stephen F. Lynch,NVDA,2024-05-22,Purchase,"$1,001 - $15,000",23.9599789362823
Thomas R. Carper,TGT,2024-05-22,Purchase,"$1,001 - $15,000",-27.367906749494
Thomas H. Kean Jr.,FI,2024-05-22,Purchase,"$1,001 - $15,000",42.9442223241791
Marjorie Taylor Mrs Greene,KMI,2024-05-21,Purchase,"$1,001 - $15,000",41.4893617021277
Marjorie Taylor Mrs Greene,SCHW,2024-05-21,Purchase,"$1,001 - $15,000",-0.646387832699626
Marjorie Taylor Mrs Greene,SO,2024-05-21,Purchase,"$1,001 - $15,000",12.0080220606668
Marjorie Taylor Mrs Greene,CAT,2024-05-21,Purchase,"$1,001 - $15,000",-6.48620046230541
Rudy Yakym Iii,"4.WEEK, MATURE",2024-05-21,Purchase,"$15,001 - $50,000",
Virginia Foxx,HTGC,2024-05-21,Purchase,"$1,001 - $15,000",-2.03665987780042
Kevin Hern,TXN,2024-05-21,Purchase,"$1,001 - $15,000",-10.0547711170293
Pete Sessions,NVDA,2024-05-21,Sale,"$50,001 - $100,000",23.3933700962405
Kevin Hern,TXN,2024-05-21,Purchase,"$1,001 - $15,000",-10.0547711170293
Marjorie Taylor Mrs Greene,AAPL,2024-05-21,Purchase,"$1,001 - $15,000",13.4754354042111
Marjorie Taylor Mrs Greene,AMD,2024-05-21,Purchase,"$1,001 - $15,000",-35.3577067897486
Josh Gottheimer,BX,2024-05-20,Sale,"$1,001 - $15,000",17.9995225590833
Richard W. Allen,CTAS,2024-05-20,Purchase,"$1,001 - $15,000",9.63782869268487
Josh Gottheimer,ALGN,2024-05-20,Sale,"$1,001 - $15,000",-36.9540831588394
John Hickenlooper,FWONK,2024-05-20,Purchase,"$100,001 - $250,000",19.1453940066593
Virginia Foxx,ET,2024-05-20,Purchase,"$1,001 - $15,000",15.3130812151271
John Hickenlooper,FWONK,2024-05-20,Sale (Full),"$250,001 - $500,000",19.1453940066593
Josh Gottheimer,BKNG,2024-05-20,Purchase,"$1,001 - $15,000",22.5185877058446
Chip Roy,AESI,2024-05-20,Sale,"$100,001 - $250,000",-26.4634146341463
Richard W. Allen,SBUX,2024-05-20,Sale,"$15,001 - $50,000",25.1870002579314
Josh Gottheimer,HLN,2024-05-20,Purchase,"$1,001 - $15,000",20.7990599294947
Josh Gottheimer,MNST,2024-05-20,Sale,"$1,001 - $15,000",6.96155281821576
William R. Keating,MSFT,2024-05-17,Sale,"$1,001 - $15,000",-6.88941243663882
William R. Keating,CVS,2024-05-17,Sale,"$1,001 - $15,000",16.24479889043
William R. Keating,J,2024-05-17,Sale,"$1,001 - $15,000",-11.1330987980064
William R. Keating,AMZN,2024-05-17,Purchase,"$15,001 - $50,000",6.23172712506769
William R. Keating,AZO,2024-05-17,Sale,"$1,001 - $15,000",23.6106255355613
Kevin Hern,ACN,2024-05-17,Purchase,"$1,001 - $15,000",0.569847491682868
William R. Keating,ACN,2024-05-17,Sale,"$1,001 - $15,000",0.569847491682868
Josh Gottheimer,CLPBY,2024-05-17,Purchase,"$1,001 - $15,000",-14.968152866242
William R. Keating,GOOGL,2024-05-17,Sale,"$1,001 - $15,000",-6.85561740315801
William R. Keating,LOW,2024-05-17,Sale,"$1,001 - $15,000",-1.74808532733331
William R. Keating,ABNB,2024-05-17,Sale,"$1,001 - $15,000",-11.57490045311
Thomas R. Carper,VIG,2024-05-16,Purchase,"$1,001 - $15,000",5.73980286445569
Thomas R. Carper,PRF,2024-05-16,Sale (Full),"$1,001 - $15,000",5.27683909539902
Thomas R. Carper,ICOW,2024-05-16,Purchase,"$1,001 - $15,000",-2.1062271062271
Thomas R. Carper,EFAD,2024-05-16,Sale (Full),"$1,001 - $15,000",1.20437017994858
Thomas R. Carper,EFAD,2024-05-16,Sale (Full),"$1,001 - $15,000",1.20437017994858
John James,CCI,2024-05-16,Purchase,"$1,001 - $15,000",2.27840799846184
Thomas R. Carper,COWZ,2024-05-16,Purchase,"$1,001 - $15,000",-1.60972992309068
Debbie Wasserman Schultz,PERI,2024-05-16,Purchase,"$1,001 - $15,000",-32.448132780083
Thomas R. Carper,VEA,2024-05-16,Purchase,"$1,001 - $15,000",2.21916732128829
Thomas R. Carper,VEA,2024-05-16,Purchase,"$1,001 - $15,000",2.21916732128829
Thomas R. Carper,FDRR,2024-05-16,Sale (Partial),"$1,001 - $15,000",6.98250568628611
Greg Landsman,UBER,2024-05-15,Sale,"$1,001 - $15,000",13.839687781447
John James,FNFV.V,2024-05-15,Purchase,"$1,001 - $15,000",
Earl Blumenauer,NWN,2024-05-15,Purchase,"$1,001 - $15,000",8.17824377457406
Kevin Hern,OKE,2024-05-15,Purchase,"$1,001 - $15,000",21.7252787648573
Thomas R. Carper,SMDV,2024-05-15,Sale (Full),"$1,001 - $15,000",0.827713059472726
Kevin Hern,OKE,2024-05-15,Purchase,"$1,001 - $15,000",21.7252787648573
Kevin Hern,MMC,2024-05-15,Purchase,"$1,001 - $15,000",12.5914796684922
Thomas R. Carper,CALF,2024-05-15,Purchase,"$1,001 - $15,000",-19.2602040816327
Virginia Foxx,ARLP,2024-05-15,Purchase,"$1,001 - $15,000",15.0811047786059
Lloyd Doggett,PG,2024-05-15,Purchase,"$1,001 - $15,000",0.108101615518592
Greg Landsman,COST,2024-05-15,Purchase,"$1,001 - $15,000",15.52907094938
Josh Gottheimer,RPD,2024-05-15,Sale,"$1,001 - $15,000",-28.1615033011681
Josh Gottheimer,MSFT,2024-05-14,Sale,"$1,000,001 - $5,000,000",-6.07355483003649
Josh Gottheimer,MSFT,2024-05-14,Purchase,"$1,000,001 - $5,000,000",-6.07355483003649
Mikie Sherrill,UBS,2024-05-14,Sale,"$50,001 - $100,000",8.55437665782494
Josh Gottheimer,MSFT,2024-05-14,Purchase,"$1,000,001 - $5,000,000",-6.07355483003649
Thomas R. Carper,MOO,2024-05-14,Sale (Full),"$1,001 - $15,000",-8.11462238885913
Gary Peters,SLB,2024-05-14,Sale (Full),"$1,001 - $15,000",-15.6931303990127
Gary Peters,CCL,2024-05-14,Sale (Full),"$1,001 - $15,000",44.2148760330579
Josh Gottheimer,MSFT,2024-05-14,Sale,"$1,000,001 - $5,000,000",-6.07355483003649
Gary Peters,SOLV,2024-05-14,Sale (Full),"$1,001 - $15,000",13.6251920122888
Gary Peters,IFF,2024-05-14,Sale (Full),"$15,001 - $50,000",-19.4453068405257
Thomas R. Carper,SRVR,2024-05-14,Purchase,"$1,001 - $15,000",8.9622641509434
Mikie Sherrill,UBS,2024-05-13,Sale,"$250,001 - $500,000",10.3099730458221
Tommy Tuberville,CLF,2024-05-13,Sale (Full),"$100,001 - $250,000",-46.7796610169492
Tommy Tuberville,CLF,2024-05-13,Sale (Partial),"$100,001 - $250,000",-46.7796610169492
Tommy Tuberville,INTC,2024-05-13,Sale (Full),"$100,001 - $250,000",-20.4850868567683
Tommy Tuberville,INTC,2024-05-13,Sale (Partial),"$100,001 - $250,000",-20.4850868567683
Tommy Tuberville,GILD,2024-05-10,Purchase,"$1,001 - $15,000",62.3408126137053
Tommy Tuberville,GILD,2024-05-10,Purchase,"$1,001 - $15,000",62.3408126137053
Tommy Tuberville,INTC,2024-05-10,Sale (Partial),"$100,001 - $250,000",-18.7269681742044
Tommy Tuberville,GILD,2024-05-10,Purchase,"$1,001 - $15,000",62.3408126137053
Susie Lee,RNMBY,2024-05-10,Purchase,"$1,001 - $15,000",146.665519318475
Sheldon Whitehouse,CCI,2024-05-10,Purchase,"$1,001 - $15,000",6.91387800221083
Josh Gottheimer,KKR,2024-05-10,Purchase,"$1,001 - $15,000",12.9642199166101
Mark Dr Green,NGL,2024-05-10,Sale,"$15,001 - $50,000",-18.673647469459
Tommy Tuberville,CLF,2024-05-10,Purchase,"$1,001 - $15,000",-45.6120092378753
Tommy Tuberville,CLF,2024-05-10,Sale (Partial),"$15,001 - $50,000",-45.6120092378753
Tommy Tuberville,CLF,2024-05-10,Sale (Partial),"$100,001 - $250,000",-45.6120092378753
Josh Gottheimer,EXAS,2024-05-10,Sale,"$1,001 - $15,000",-14.7449074939264
Tommy Tuberville,CLF,2024-05-10,Sale (Partial),"$50,001 - $100,000",-45.6120092378753
Tommy Tuberville,CLF,2024-05-10,Purchase,"$1,001 - $15,000",-45.6120092378753
